刊物简称,Journal,年份,出版社,网址,领域,CCF推荐类别（国际学术刊物/会议）,CCF推荐类型,合并/更名为
JETC,ACM Journal on Emerging Technologies in Computing Systems,2019,ACM,http://dblp.uni-trier.de/db/journals/jetc/,计算机体系结构/并行与分布计算/存储系统,推荐国际学术刊物,C类,
,Concurrency and Computation-Practice & Experience,2019,Wiley,http://dblp.uni-trier.de/db/journals/concurrency/,计算机体系结构/并行与分布计算/存储系统,推荐国际学术刊物,C类,
DC,Distributed Computing,2019,Springer,http://dblp.uni-trier.de/db/journals/dc/,计算机体系结构/并行与分布计算/存储系统,推荐国际学术刊物,C类,
FGCS,Future Generation Computer Systems-The International Journal of eScience,2019,Elsevier,http://dblp.uni-trier.de/db/journals/fgcs/,计算机体系结构/并行与分布计算/存储系统,推荐国际学术刊物,C类,
TCC,IEEE Transactions on Cloud Computing,2019,IEEE,https://dblp.uni-trier.de/db/journals/tcc/,计算机体系结构/并行与分布计算/存储系统,推荐国际学术刊物,C类,
Integration,Integration-the VLSI Journal,2019,Elsevier,http://dblp.uni-trier.de/db/journals/integration/,计算机体系结构/并行与分布计算/存储系统,推荐国际学术刊物,C类,
JETTA,Journal of Electronic Testing-Theory and Applications,2019,Springer,http://link.springer.com/journal/10836,计算机体系结构/并行与分布计算/存储系统,推荐国际学术刊物,C类,
JGC,Journal of Grid computing,2019,Springer,http://link.springer.com/journal/10723,计算机体系结构/并行与分布计算/存储系统,推荐国际学术刊物,C类,
MICPRO,Microprocessors and Microsystems,2019,Elsevier,http://dblp.uni-trier.de/db/journals/mam/,计算机体系结构/并行与分布计算/存储系统,推荐国际学术刊物,C类,
RTS,Real-Time Systems,2019,Springer,http://dblp.uni-trier.de/db/journals/rts/,计算机体系结构/并行与分布计算/存储系统,推荐国际学术刊物,C类,
TJSC,Journal of Supercomputing,2019,Springer,http://dblp.uni-trier.de/db/journals/tjs/,计算机体系结构/并行与分布计算/存储系统,推荐国际学术刊物,C类,
PPoPP,ACM SIGPLAN Symposium on Principles & Practice of Parallel Programming,2019,ACM,http://dblp.uni-trier.de/db/conf/ppopp/,计算机体系结构/并行与分布计算/存储系统,推荐国际学术会议,A类,
FAST,Conference on File and Storage Technologies,2019,USENIX,http://dblp.uni-trier.de/db/conf/fast/,计算机体系结构/并行与分布计算/存储系统,推荐国际学术会议,A类,
DAC,Design Automation Conference,2019,ACM,https://dblp.uni-trier.de/db/conf/dac/,计算机体系结构/并行与分布计算/存储系统,推荐国际学术会议,A类,
HPCA,High-Performance Computer Architecture,2019,IEEE,http://dblp.uni-trier.de/db/conf/cnhpca/,计算机体系结构/并行与分布计算/存储系统,推荐国际学术会议,A类,
MICRO,IEEE/ACM International Symposium on Microarchitecture,2019,IEEE/ACM,http://dblp.uni-trier.de/db/journals/micro/,计算机体系结构/并行与分布计算/存储系统,推荐国际学术会议,A类,
SC,"International Conference for High Performance Computing, Networking, Storage, and Analysis",2019,IEEE,http://dblp.uni-trier.de/db/conf/sc/,计算机体系结构/并行与分布计算/存储系统,推荐国际学术会议,A类,
ASPLOS,International Conference on Architectural Support for Programming Languages and Operating Systems,2019,ACM,http://dblp.uni-trier.de/db/conf/asplos/,计算机体系结构/并行与分布计算/存储系统,推荐国际学术会议,A类,
ISCA,International Symposium on Computer Architecture,2019,ACM /IEEE,http://dblp.uni-trier.de/db/conf/isca/,计算机体系结构/并行与分布计算/存储系统,推荐国际学术会议,A类,
USENIX ATC,USENIX Annul Technical Conference,2019,USENIX,http://dblp.uni-trier.de/db/conf/usenix/index.html,计算机体系结构/并行与分布计算/存储系统,推荐国际学术会议,A类,
SOCC,ACM Symposium on Cloud Computing,2019,ACM,http://dblp.uni-trier.de/db/conf/cloud/,计算机体系结构/并行与分布计算/存储系统,推荐国际学术会议,B类,
SPAA,ACM Symposium on Parallelism in Algorithms and Architectures,2019,ACM,http://dblp.uni-trier.de/db/conf/spaa/,计算机体系结构/并行与分布计算/存储系统,推荐国际学术会议,B类,
PODC,ACM Symposium on Principles of Distributed Computing,2019,ACM,http://dblp.uni-trier.de/db/conf/podc/,计算机体系结构/并行与分布计算/存储系统,推荐国际学术会议,B类,
FPGA,ACM/SIGDA International Symposium on Field-Programmable Gate Arrays,2019,ACM,http://dblp.uni-trier.de/db/conf/fpga/,计算机体系结构/并行与分布计算/存储系统,推荐国际学术会议,B类,
CGO,Code Generation and Optimization,2019,IEEE/ACM,http://dblp.uni-trier.de/db/conf/cgo/,计算机体系结构/并行与分布计算/存储系统,推荐国际学术会议,B类,
DATE,"Design, Automation & Test in Europe",2019,IEEE/ACM,http://dblp.uni-trier.de/db/conf/date/,计算机体系结构/并行与分布计算/存储系统,推荐国际学术会议,B类,
EuroSys,European Conference on Computer Systems,2019,ACM,http://dblp.uni-trier.de/db/conf/eurosys/,计算机体系结构/并行与分布计算/存储系统,推荐国际学术会议,B类,
HOT CHIPS,ACM Symposium on High Performance Chips,2019,IEEE,http://www.hotchips.org/,计算机体系结构/并行与分布计算/存储系统,推荐国际学术会议,B类,
CLUSTER,IEEE International Conference on Cluster Computing,2019,IEEE,https://dblp.uni-trier.de/db/conf/cluster/,计算机体系结构/并行与分布计算/存储系统,推荐国际学术会议,B类,
ICCD,International Conference on Computer Design,2019,IEEE,http://dblp.uni-trier.de/db/conf/iccd/,计算机体系结构/并行与分布计算/存储系统,推荐国际学术会议,B类,
ICCAD,International Conference on Computer-Aided Design,2019,IEEE/ACM,http://dblp.uni-trier.de/db/conf/iccad/,计算机体系结构/并行与分布计算/存储系统,推荐国际学术会议,B类,
ICDCS,International Conference on Distributed Computing Systems,2019,IEEE,http://dblp.uni-trier.de/db/conf/icdcs/,计算机体系结构/并行与分布计算/存储系统,推荐国际学术会议,B类,
CODES+ISSS,International Conference on Hardware/Software Co-design and System Synthesis,2019,ACM/ IEEE,http://dblp.uni-trier.de/db/conf/codes/index.html,计算机体系结构/并行与分布计算/存储系统,推荐国际学术会议,B类,
HiPEAC,International Conference on High Performance and Embedded Architectures and Compilers,2019,ACM,http://dblp.uni-trier.de/db/conf/hipeac/,计算机体系结构/并行与分布计算/存储系统,推荐国际学术会议,B类,
SIGMETRICS,International Conference on Measurement and Modeling of Computer Systems,2019,ACM,http://dblp.uni-trier.de/db/conf/sigmetrics/,计算机体系结构/并行与分布计算/存储系统,推荐国际学术会议,B类,
PACT,International Conference on Parallel Architectures and Compilation Techniques,2019,IEEE/ACM,http://dblp.uni-trier.de/db/conf/IEEEpact/,计算机体系结构/并行与分布计算/存储系统,推荐国际学术会议,B类,
ICPP,International Conference on Parallel Processing,2019,,http://dblp.uni-trier.de/db/conf/icpp/,计算机体系结构/并行与分布计算/存储系统,推荐国际学术会议,B类,
ICS,International Conference on Supercomputing,2019,ACM,http://dblp.uni-trier.de/db/conf/ics/,计算机体系结构/并行与分布计算/存储系统,推荐国际学术会议,B类,
VEE,International Conference on Virtual Execution Environments,2019,ACM,http://dblp.uni-trier.de/db/conf/vee/,计算机体系结构/并行与分布计算/存储系统,推荐国际学术会议,B类,
IPDPS,International Parallel & Distributed Processing Symposium,2019,IEEE,http://dblp.uni-trier.de/db/conf/ipps/,计算机体系结构/并行与分布计算/存储系统,推荐国际学术会议,B类,
Performance,"International Symposium on Computer Performance, Modeling, Measurements and Evaluation",2019,ACM,http://dblp.uni-trier.de/db/conf/performance/,计算机体系结构/并行与分布计算/存储系统,推荐国际学术会议,B类,
HPDC,International Symposium on High Performance Distributed Computing,2019,IEEE,http://dblp.uni-trier.de/db/conf/hpdc/,计算机体系结构/并行与分布计算/存储系统,推荐国际学术会议,B类,
ITC,International Test Conference,2019,IEEE,http://dblp.uni-trier.de/db/conf/itc/,计算机体系结构/并行与分布计算/存储系统,推荐国际学术会议,B类,
LISA,Large Installation system Administration Conference,2019,USENIX,http://dblp.uni-trier.de/db/conf/lisa/,计算机体系结构/并行与分布计算/存储系统,推荐国际学术会议,B类,
MSST,Mass Storage Systems and Technologies,2019,IEEE,http://dblp.uni-trier.de/db/conf/mss/,计算机体系结构/并行与分布计算/存储系统,推荐国际学术会议,B类,
RTAS,Real-Time and Embedded Technology and Applications Symposium,2019,IEEE,http://dblp.uni-trier.de/db/conf/rtas/,计算机体系结构/并行与分布计算/存储系统,推荐国际学术会议,B类,
CF,ACM International Conference on Computing Frontiers,2019,ACM,http://dblp.uni-trier.de/db/conf/cf,计算机体系结构/并行与分布计算/存储系统,推荐国际学术会议,C类,
SYSTOR,ACM International Systems and Storage Conference,2019,ACM,http://dblp.uni-trier.de/db/conf/systor/index.html,计算机体系结构/并行与分布计算/存储系统,推荐国际学术会议,C类,
NOCS,ACM/IEEE International Symposium on Networks-on-Chip,2019,ACM/IEEE,http://dblp.uni-trier.de/db/conf/nocs,计算机体系结构/并行与分布计算/存储系统,推荐国际学术会议,C类,
ASAP,"Application-Specific Systems, Architectures, and Processors",2019,IEEE,http://dblp.uni-trier.de/db/conf/asap,计算机体系结构/并行与分布计算/存储系统,推荐国际学术会议,C类,
ASP-DAC,Asia and South Pacific Design Automation Conference,2019,ACM/IEEE,http://dblp.uni-trier.de/db/conf/aspdac,计算机体系结构/并行与分布计算/存储系统,推荐国际学术会议,C类,
Euro-Par,European Conference on Parallel and Distributed Computing,2019,Springer,http://dblp.uni-trier.de/db/conf/europar/,计算机体系结构/并行与分布计算/存储系统,推荐国际学术会议,C类,
ETS,European Test Symposium,2019,IEEE,http://dblp.uni-trier.de/db/conf/ets/,计算机体系结构/并行与分布计算/存储系统,推荐国际学术会议,C类,
FPL,Field Programmable Logic and Applications,2019,IEEE,http://dblp.uni-trier.de/db/conf/fpl/,计算机体系结构/并行与分布计算/存储系统,推荐国际学术会议,C类,
FCCM,Field-Programmable Custom Computing Machines,2019,IEEE,http://dblp.uni-trier.de/db/conf/fccm/,计算机体系结构/并行与分布计算/存储系统,推荐国际学术会议,C类,
GLSVLSI,Great Lakes Symposium on VLSI,2019,ACM/IEEE,http://dblp.uni-trier.de/db/conf/glvlsi/,计算机体系结构/并行与分布计算/存储系统,推荐国际学术会议,C类,
ATS,IEEE Asian Test Symposium,2019,IEEE,http://dblp.uni-trier.de/db/conf/ats/,计算机体系结构/并行与分布计算/存储系统,推荐国际学术会议,C类,
HPCC,IEEE International Conference on High Performance Computing and Communications,2019,IEEE,http://dblp.uni-trier.de/db/conf/hpcc/,计算机体系结构/并行与分布计算/存储系统,推荐国际学术会议,C类,
HiPC,"IEEE International Conference on High Performance Computing, Data and Analytics",2019,IEEE/ ACM,http://dblp.uni-trier.de/db/conf/hipc/index.html,计算机体系结构/并行与分布计算/存储系统,推荐国际学术会议,C类,
MASCOTS,"IEEE International Symposium on Modeling, Analysis, and Simulation of Computer and Telecommunication Systems",2019,IEEE,http://dblp.uni-trier.de/db/conf/mascots/,计算机体系结构/并行与分布计算/存储系统,推荐国际学术会议,C类,
ISPA,IEEE International Symposium on Parallel and Distributed Processing with Applications,2019,IEEE,http://dblp.uni-trier.de/db/conf/ispa/,计算机体系结构/并行与分布计算/存储系统,推荐国际学术会议,C类,
CCGRID,"IEEE/ACM International Symposium on Cluster, Cloud and Grid Computing",2019,ACM/IEEE,http://dblp.uni-trier.de/db/conf/ccgrid/,计算机体系结构/并行与分布计算/存储系统,推荐国际学术会议,C类,
NPC,IFIP International Conference on Network and Parallel Computing,2019,Springer,http://dblp.uni-trier.de/db/conf/npc/,计算机体系结构/并行与分布计算/存储系统,推荐国际学术会议,C类,
ICA3PP,International Conference on Algorithms and Architectures for Parallel Processing,2019,IEEE,http://dblp.uni-trier.de/db/conf/ica3pp/,计算机体系结构/并行与分布计算/存储系统,推荐国际学术会议,C类,
CASES,"International Conference on Compilers, Architectures, and Synthesis for Embedded Systems",2019,ACM,http://dblp.uni-trier.de/db/conf/cases/index.html,计算机体系结构/并行与分布计算/存储系统,推荐国际学术会议,C类,
FPT,International Conference on Field-Programmable Technology,2019,IEEE,http://dblp.uni-trier.de/db/conf/fpt/,计算机体系结构/并行与分布计算/存储系统,推荐国际学术会议,C类,
ICPADS,International Conference on Parallel and Distributed Systems,2019,IEEE,http://dblp.uni-trier.de/db/conf/icpads/,计算机体系结构/并行与分布计算/存储系统,推荐国际学术会议,C类,
ISCAS,International Symposium on Circuits and Systems,2019,IEEE,http://dblp.uni-trier.de/db/conf/iscas/,计算机体系结构/并行与分布计算/存储系统,推荐国际学术会议,C类,
ISLPED,International Symposium on Low Power Electronics and Design,2019,ACM/IEEE,http://dblp.uni-trier.de/db/conf/islped/,计算机体系结构/并行与分布计算/存储系统,推荐国际学术会议,C类,
ISPD,International Symposium on Physical Design,2019,ACM,http://dblp.uni-trier.de/db/conf/ispd/,计算机体系结构/并行与分布计算/存储系统,推荐国际学术会议,C类,
HotI,Symposium on High-Performance Interconnects,2019,IEEE,http://dblp.uni-trier.de/db/conf/hoti/,计算机体系结构/并行与分布计算/存储系统,推荐国际学术会议,C类,
VTS,VLSI Test Symposium,2019,IEEE,http://dblp.uni-trier.de/db/conf/vts/,计算机体系结构/并行与分布计算/存储系统,推荐国际学术会议,C类,
TDSC,IEEE Transactions on Dependable and Secure Computing,2019,IEEE,http://dblp.uni-trier.de/db/journals/tdsc/,网络与信息安全,推荐国际学术刊物,A类,
TIFS,IEEE Transactions on Information Forensics and Security,2019,IEEE,http://dblp.uni-trier.de/db/journals/tifs/,网络与信息安全,推荐国际学术刊物,A类,
,Journal of Cryptology,2019,Springer,http://dblp.uni-trier.de/db/journals/joc/,网络与信息安全,推荐国际学术刊物,A类,
TOPS,ACM Transactions on Privacy and Security,2019,ACM,https://tops.acm.org/,网络与信息安全,推荐国际学术刊物,B类,
,Computers & Security,2019,Elsevier,http://dblp.uni-trier.de/db/journals/compsec/,网络与信息安全,推荐国际学术刊物,B类,
,Designs Codes and Cryptography,2019,Springer,http://dblp.uni-trier.de/db/journals/dcc/,网络与信息安全,推荐国际学术刊物,B类,
JCS,Journal of Computer Security,2019,IOS Press,http://dblp.uni-trier.de/db/journals/jcs/,网络与信息安全,推荐国际学术刊物,B类,
CLSR,Computer Law & Security Review,2019,Elsevier,http://www.journals.elsevier.com/computer-law-and-security-review/,网络与信息安全,推荐国际学术刊物,C类,
,EURASIP Journal on Information Security,2019,Springer,http://dblp.uni-trier.de/db/journals/ejisec/,网络与信息安全,推荐国际学术刊物,C类,
,IET Information Security,2019,IET,http://dblp.uni-trier.de/db/journals/iet-ifs/,网络与信息安全,推荐国际学术刊物,C类,
IMCS,Information Management & Computer Security,2019,Emerald,http://dblp.uni-trier.de/db/journals/imcs/,网络与信息安全,推荐国际学术刊物,C类,Information and Computer Security
IJICS,International Journal of Information and Computer Security,2019,Inderscience,http://dblp.uni-trier.de/db/journals/ijics/,网络与信息安全,推荐国际学术刊物,C类,
IJISP,International Journal of Information Security and Privacy,2019,Idea Group Inc,http://dblp.uni-trier.de/db/journals/ijisp/,网络与信息安全,推荐国际学术刊物,C类,
JISA,Journal of Information Security and Applications,2019,Elsevier,http://dblp.uni-trier.de/db/journals/istr/,网络与信息安全,推荐国际学术刊物,C类,
SCN,Security and Communication Networks,2019,Wiley,http://dblp.uni-trier.de/db/journals/scn/,网络与信息安全,推荐国际学术刊物,C类,
CCS,ACM Conference on Computer and Communications Security,2019,ACM,http://dblp.uni-trier.de/db/conf/ccs/,网络与信息安全,推荐国际学术会议,A类,
EUROCRYPT,European Cryptology Conference,2019,Springer,http://dblp.uni-trier.de/db/conf/eurocrypt/,网络与信息安全,推荐国际学术会议,A类,
S&P,IEEE Symposium on Security and Privacy,2019,IEEE,http://dblp.uni-trier.de/db/conf/sp/,网络与信息安全,推荐国际学术会议,A类,
CRYPTO,International Cryptology Conference,2019,Springer,http://dblp.uni-trier.de/db/conf/crypto/,网络与信息安全,推荐国际学术会议,A类,
USENIX Security,Usenix Security Symposium,2019,USENIX Association,http://dblp.uni-trier.de/db/conf/uss/,网络与信息安全,推荐国际学术会议,A类,
ACSAC,Annual Computer Security Applications Conference,2019,IEEE,http://dblp.uni-trier.de/db/conf/acsac/,网络与信息安全,推荐国际学术会议,B类,
ASIACRYPT,Annual International Conference on the Theory and Application of Cryptology and Information Security,2019,Springer,http://dblp.uni-trier.de/db/conf/asiacrypt/,网络与信息安全,推荐国际学术会议,B类,
ESORICS,European Symposium on Research in Computer Security,2019,Springer,http://dblp.uni-trier.de/db/conf/esorics/,网络与信息安全,推荐国际学术会议,B类,
FSE,Fast Software Encryption,2019,Springer,http://dblp.uni-trier.de/db/conf/fse/,网络与信息安全,推荐国际学术会议,B类,
CSFW,IEEE Computer Security Foundations Workshop,2019,IEEE,http://dblp.uni-trier.de/db/conf/csfw/,网络与信息安全,推荐国际学术会议,B类,
SRDS,IEEE International Symposium on Reliable Distributed Systems,2019,IEEE,http://dblp.uni-trier.de/db/conf/srds/,网络与信息安全,推荐国际学术会议,B类,
CHES,International Conference on Cryptographic Hardware and Embedded Systems,2019,Springer,http://dblp.uni-trier.de/db/conf/ches/,网络与信息安全,推荐国际学术会议,B类,
DSN,International Conference on Dependable Systems and Networks,2019,IEEE/IFIP,http://dblp.uni-trier.de/db/conf/dsn/,网络与信息安全,推荐国际学术会议,B类,
RAID,International Symposium on Recent Advances in Intrusion Detection,2019,Springer,http://dblp.uni-trier.de/db/conf/raid/,网络与信息安全,推荐国际学术会议,B类,
PKC,International Workshop on Practice and Theory in Public Key Cryptography,2019,Springer,http://dblp.uni-trier.de/db/conf/pkc/,网络与信息安全,推荐国际学术会议,B类,
NDSS,ISOC Network and Distributed System Security Symposium,2019,ISOC,http://dblp.uni-trier.de/db/conf/ndss/,网络与信息安全,推荐国际学术会议,B类,
TCC,Theory of Cryptography Conference,2019,Springer,http://dblp.uni-trier.de/db/conf/tcc/,网络与信息安全,推荐国际学术会议,B类,
WiSec,ACM Conference on Security and Privacy in Wireless and Mobile Networks,2019,ACM,http://dblp.uni-trier.de/db/conf/wisec/,网络与信息安全,推荐国际学术会议,C类,
SACMAT,ACM Symposium on Access Control Models and Technologies,2019,ACM,http://dblp.uni-trier.de/db/conf/sacmat/,网络与信息安全,推荐国际学术会议,C类,
DRM,ACM Workshop on Digital Rights Management,2019,ACM,http://dblp.uni-trier.de/db/conf/drm/,网络与信息安全,推荐国际学术会议,C类,
IH&MMSec,ACM Workshop on Information Hiding and Multimedia Security,2019,ACM,http://dblp.uni-trier.de/db/conf/ih/,网络与信息安全,推荐国际学术会议,C类,
ACNS,Applied Cryptography and Network Security,2019,Springer,http://dblp.uni-trier.de/db/conf/acns/,网络与信息安全,推荐国际学术会议,C类,
AsiaCCS,Asia Conference on Computer and Communications Security,2019,ACM,http://dblp.uni-trier.de/db/conf/ccs/,网络与信息安全,推荐国际学术会议,C类,
ACISP,AustralasiaConferenceonInformation SecurityandPrivacy,2019,Springer,http://dblp.uni-trier.de/db/conf/acisp/,网络与信息安全,推荐国际学术会议,C类,
CT-RSA,"RSA Conference, Cryptographers' Track",2019,Springer,http://dblp.uni-trier.de/db/conf/ctrsa/,网络与信息安全,推荐国际学术会议,C类,
DIMVA,Detection of Intrusions and Malware &Vulnerability Assessment,2019,SIDAR、GI、Springer,http://dblp.uni-trier.de/db/conf/dimva/,网络与信息安全,推荐国际学术会议,C类,
DFRWS,Digital Forensic Research Workshop,2019,Elsevier,http://dblp.uni-trier.de/db/conf/dfrws/,网络与信息安全,推荐国际学术会议,C类,
FC,Financial Cryptography and Data Security,2019,Springer,http://dblp.uni-trier.de/db/conf/fc/,网络与信息安全,推荐国际学术会议,C类,
TrustCom,"IEEE International Conference on Trust,Security and Privacy in Computing and Communications",2019,IEEE,http://dblp.uni-trier.de/db/conf/trustcom/,网络与信息安全,推荐国际学术会议,C类,
SEC,IFIP International Information Security Conference,2019,Springer,http://dblp.uni-trier.de/db/conf/sec/,网络与信息安全,推荐国际学术会议,C类,
IFIP WG 11.9,IFIP WG 11.9 International Conference on Digital Forensics,2019,Springer,http://www.ifip119.org/Conferences/,网络与信息安全,推荐国际学术会议,C类,
ISC,Information Security Conference,2019,Springer,http://dblp.uni-trier.de/db/conf/isw/,网络与信息安全,推荐国际学术会议,C类,
ICDF2C,International Conference on Digital Forensics & Cyber Crime,2019,Springer,http://dblp.uni-trier.de/db/conf/icdf2c/,网络与信息安全,推荐国际学术会议,C类,
ICICS,International Conference on Information and Communications Security,2019,Springer,http://dblp.uni-trier.de/db/conf/icics/,网络与信息安全,推荐国际学术会议,C类,
SecureComm,International Conference on Security and Privacy in Communication Networks,2019,ACM,http://dblp.uni-trier.de/db/conf/securecomm/,网络与信息安全,推荐国际学术会议,C类,
NSPW,New Security Paradigms Workshop,2019,ACM,http://dblp.uni-trier.de/db/conf/nspw/,网络与信息安全,推荐国际学术会议,C类,
PAM,Passive and Active Measurement Conference,2019,Springer,http://dblp.uni-trier.de/db/conf/pam/,网络与信息安全,推荐国际学术会议,C类,
PETS,Privacy Enhancing Technologies Symposium,2019,Springer,http://dblp.uni-trier.de/db/conf/pet/,网络与信息安全,推荐国际学术会议,C类,
SAC,Selected Areas in Cryptography,2019,Springer,http://dblp.uni-trier.de/db/conf/sacrypt/,网络与信息安全,推荐国际学术会议,C类,
SOUPS,Symposium On Usable Privacy and Security,2019,ACM,http://dblp.uni-trier.de/db/conf/soups/,网络与信息安全,推荐国际学术会议,C类,
HotSec,USENIX Workshop on Hot Topics in Security,2019,USENIX,http://www.usenix.org/events/,网络与信息安全,推荐国际学术会议,C类,
AI,Artificial Intelligence,2019,Elsevier,http://dblp.uni-trier.de/db/journals/ai/,人工智能,推荐国际学术刊物,A类,
TPAMI,IEEE Transactions on Pattern Analysis and Machine Intelligence,2019,IEEE,http://dblp.uni-trier.de/db/journals/pami/,人工智能,推荐国际学术刊物,A类,
IJCV,International Journal of Computer Vision,2019,Springer,http://dblp.uni-trier.de/db/journals/ijcv/,人工智能,推荐国际学术刊物,A类,
JMLR,Journal of Machine Learning Research,2019,MIT Press,http://dblp.uni-trier.de/db/journals/jmlr/,人工智能,推荐国际学术刊物,A类,
TAP,ACM Transactions on Applied Perception,2019,ACM,http://dblp.uni-trier.de/db/journals/tap/,人工智能,推荐国际学术刊物,B类,
TSLP,ACM Transactions on Speech and Language Processing,2019,ACM,http://dblp.uni-trier.de/db/journals/tslp/,人工智能,推荐国际学术刊物,B类,已停刊
AAMAS,Autonomous Agents and Multi-Agent Systems,2019,Springer,http://dblp.uni-trier.de/db/journals/aamas/,人工智能,推荐国际学术刊物,B类,
,Computational Linguistics,2019,MIT Press,http://dblp.uni-trier.de/db/journals/coling/,人工智能,推荐国际学术刊物,B类,
CVIU,Computer Vision and Image Understanding,2019,Elsevier,http://dblp.uni-trier.de/db/journals/cviu/,人工智能,推荐国际学术刊物,B类,
DKE,Data and Knowledge Engineering,2019,Elsevier,http://dblp.uni-trier.de/db/journals/dke/index.html,人工智能,推荐国际学术刊物,B类,
,Evolutionary Computation,2019,MIT Press,http://dblp.uni-trier.de/db/journals/ec/,人工智能,推荐国际学术刊物,B类,
TAC,IEEE Transactions on Affective Computing,2019,IEEE,http://dblp.uni-trier.de/db/journals/taffco/,人工智能,推荐国际学术刊物,B类,
TASLP,"IEEE Transactions on Audio, Speech, and Language Processing",2019,IEEE,http://dblp.uni-trier.de/db/journals/taslp/,人工智能,推荐国际学术刊物,B类,IEEE-ACM Transactions on Audio Speech and Language Processing
,IEEE Transactions on Cybernetics,2019,IEEE,http://dblp.uni-trier.de/db/journals/tcyb/,人工智能,推荐国际学术刊物,B类,
TEC,IEEE Transactions on Evolutionary Computation,2019,IEEE,http://dblp.uni-trier.de/db/journals/tec/,人工智能,推荐国际学术刊物,B类,
TFS,IEEE Transactions on Fuzzy Systems,2019,IEEE,http://dblp.uni-trier.de/db/journals/tfs/,人工智能,推荐国际学术刊物,B类,
TNNLS,IEEE Transactions on Neural Networks and learning systems,2019,IEEE,http://dblp.uni-trier.de/db/journals/tnn/,人工智能,推荐国际学术刊物,B类,
IJAR,International Journal of Approximate Reasoning,2019,Elsevier,http://dblp.uni-trier.de/db/journals/ijar/,人工智能,推荐国际学术刊物,B类,
JAIR,Journal of Artificial Intelligence Research,2019,AAAI,http://dblp.uni-trier.de/db/journals/jair/index.html,人工智能,推荐国际学术刊物,B类,
,Journal of Automated Reasoning,2019,Springer,http://dblp.uni-trier.de/db/journals/jar/,人工智能,推荐国际学术刊物,B类,
JSLHR,Journal of Speech Language and Hearing Research,2019,American Speech-Language Hearing Association,http://jslhr.pubs.asha.org/,人工智能,推荐国际学术刊物,B类,
,Machine Learning,2019,Springer,http://dblp.uni-trier.de/db/journals/ml/,人工智能,推荐国际学术刊物,B类,
,Neural Computation,2019,MIT Press,http://dblp.uni-trier.de/db/journals/neco/,人工智能,推荐国际学术刊物,B类,
,Neural Networks,2019,Elsevier,http://dblp.uni-trier.de/db/journals/nn/,人工智能,推荐国际学术刊物,B类,
,Pattern Recognition,2019,Elsevier,http://dblp.uni-trier.de/db/conf/par/,人工智能,推荐国际学术刊物,B类,
TALLIP,ACM Transactions on Asian and Low-Resource Language Information Processing,2019,ACM,http://dblp.uni-trier.de/db/journals/talip/,人工智能,推荐国际学术刊物,C类,
,Applied Intelligence,2019,Springer,http://dblp.uni-trier.de/db/journals/apin/,人工智能,推荐国际学术刊物,C类,
AIM,Artificial Intelligence in Medicine,2019,Elsevier,http://dblp.uni-trier.de/db/journals/artmed/,人工智能,推荐国际学术刊物,C类,
,Artificial Life,2019,MIT Press,http://dblp.uni-trier.de/db/journals/alife/,人工智能,推荐国际学术刊物,C类,
,Computational Intelligence,2019,Wiley,http://dblp.uni-trier.de/db/journals/ci/,人工智能,推荐国际学术刊物,C类,
,Computer Speech and Language,2019,Elsevier,http://dblp.uni-trier.de/db/journals/csl/,人工智能,推荐国际学术刊物,C类,
,Connection Science,2019,Taylor & Francis,http://dblp.uni-trier.de/db/journals/connection/,人工智能,推荐国际学术刊物,C类,
DSS,Decision Support Systems,2019,Elsevier,http://dblp.uni-trier.de/db/journals/dss/,人工智能,推荐国际学术刊物,C类,
EAAI,Engineering Applications of Artificial Intelligence,2019,Elsevier,http://dblp.uni-trier.de/db/journals/eaai/,人工智能,推荐国际学术刊物,C类,
,Expert Systems,2019,Blackwell /Wiley,http://dblp.uni-trier.de/db/journals/es/,人工智能,推荐国际学术刊物,C类,
ESWA,Expert Systems with Applications,2019,Elsevier,http://dblp.uni-trier.de/db/journals/eswa/,人工智能,推荐国际学术刊物,C类,
,Fuzzy Sets and Systems,2019,Elsevier,http://dblp.uni-trier.de/db/journals/fss/,人工智能,推荐国际学术刊物,C类,
TG,IEEE Transactions on Games,2019,IEEE,http://dblp.uni-trier.de/db/journals/tciaig/,人工智能,推荐国际学术刊物,C类,
IET-CVI,IET Computer Vision,2019,IET,http://digital-library.theiet.org/content/journals/iet-cvi,人工智能,推荐国际学术刊物,C类,
,IET Signal Processing,2019,IET,http://digital-library.theiet.org/content/journals/iet-spr,人工智能,推荐国际学术刊物,C类,
IVC,Image and Vision Computing,2019,Elsevier,http://dblp.uni-trier.de/db/journals/ivc/,人工智能,推荐国际学术刊物,C类,
IDA,Intelligent Data Analysis,2019,Elsevier,http://dblp.uni-trier.de/db/journals/ida/,人工智能,推荐国际学术刊物,C类,
IJCIA,International Journal of Computational Intelligence and Applications,2019,World Scientific,http://dblp.uni-trier.de/db/journals/ijcia/,人工智能,推荐国际学术刊物,C类,
IJIS,International Journal of Intelligent Systems,2019,Wiley,http://dblp.uni-trier.de/db/journals/ijis/,人工智能,推荐国际学术刊物,C类,
IJNS,International Journal of Neural Systems,2019,World Scientific,http://dblp.uni-trier.de/db/journals/ijns/,人工智能,推荐国际学术刊物,C类,
