刊物名称,Journal,年份,出版社,网址,领域,CCF推荐类别（国际学术刊物/会议）,CCF推荐类型
MobiQuitous,"International Conference on Mobile and Ubiquitous Systems: Computing,Networking and Services",2022,Springer,http://dblp.uni-trier.de/db/conf/mobiquitous/,人机交互与普适计算,推荐国际学术会议,C类
AVI,International Working Conference on Advanced Visual Interfaces,2022,ACM,http://dblp.uni-trier.de/db/conf/avi/,人机交互与普适计算,推荐国际学术会议,C类
TODS,ACM Transactions on Database Systems,2022,ACM,http://dblp.uni-trier.de/db/journals/tods/,数据库/数据挖掘/内容检索,推荐国际学术刊物,A类
TOIS,ACM Transactions on Information Systems,2022,ACM,http://dblp.uni-trier.de/db/journals/tois/,数据库/数据挖掘/内容检索,推荐国际学术刊物,A类
TKDE,IEEE Transactions on Knowledge and Data Engineering,2022,IEEE,http://dblp.uni-trier.de/db/journals/tkde/,数据库/数据挖掘/内容检索,推荐国际学术刊物,A类
VLDBJ,VLDB Journal,2022,Springer,http://dblp.uni-trier.de/db/journals/vldb/,数据库/数据挖掘/内容检索,推荐国际学术刊物,A类
TKDD,ACM Transactions on Knowledge Discovery from Data,2022,ACM,http://dblp.uni-trier.de/db/journals/tkdd/,数据库/数据挖掘/内容检索,推荐国际学术刊物,B类
TWEB,ACM Transactions on the Web,2022,ACM,http://dblp.uni-trier.de/db/journals/tweb/,数据库/数据挖掘/内容检索,推荐国际学术刊物,B类
AEI,Advanced Engineering Informatics,2022,Elsevier,http://dblp.uni-trier.de/db/journals/aei/,数据库/数据挖掘/内容检索,推荐国际学术刊物,B类
DKE,Data & Knowledge Engineering,2022,Elsevier,http://dblp.uni-trier.de/db/journals/dke/,数据库/数据挖掘/内容检索,推荐国际学术刊物,B类
DMKD,Data Mining and Knowledge Discovery,2022,Springer,http://dblp.uni-trier.de/db/journals/datamine/,数据库/数据挖掘/内容检索,推荐国际学术刊物,B类
EJIS,European Journal of Information Systems,2022,The OR Society,http://dblp.uni-trier.de/db/journals/ejis/,数据库/数据挖掘/内容检索,推荐国际学术刊物,B类
,GeoInformatica,2022,Springer,http://dblp.uni-trier.de/db/journals/geoinformatica/,数据库/数据挖掘/内容检索,推荐国际学术刊物,B类
IPM,Information Processing & Management,2022,Elsevier,http://dblp.uni-trier.de/db/journals/ipm/,数据库/数据挖掘/内容检索,推荐国际学术刊物,B类
,Information Sciences,2022,Elsevier,http://dblp.uni-trier.de/db/journals/isci/,数据库/数据挖掘/内容检索,推荐国际学术刊物,B类
IS,Information Systems,2022,Elsevier,http://dblp.uni-trier.de/db/journals/is/,数据库/数据挖掘/内容检索,推荐国际学术刊物,B类
JASIST,Journal of the Association for Information Science and Technology,2022,Wiley,http://dblp.uni-trier.de/db/journals/jasis/,数据库/数据挖掘/内容检索,推荐国际学术刊物,B类
JWS,Journal of Web Semantics,2022,Elsevier,http://dblp.uni-trier.de/db/journals/ws/,数据库/数据挖掘/内容检索,推荐国际学术刊物,B类
KAIS,Knowledge and Information Systems,2022,Springer,http://dblp.uni-trier.de/db/journals/kais/,数据库/数据挖掘/内容检索,推荐国际学术刊物,B类
DPD,Distributed and Parallel Databases,2022,Springer,http://dblp.uni-trier.de/db/journals/dpd/,数据库/数据挖掘/内容检索,推荐国际学术刊物,C类
I&M,Information & Management,2022,Elsevier,http://dblp.uni-trier.de/db/journals/iam/,数据库/数据挖掘/内容检索,推荐国际学术刊物,C类
IPL,Information Processing Letters,2022,Elsevier,http://dblp.uni-trier.de/db/journals/ipl/,数据库/数据挖掘/内容检索,推荐国际学术刊物,C类
IR,Information Retrieval Journal,2022,Springer,http://dblp.uni-trier.de/db/journals/ir/,数据库/数据挖掘/内容检索,推荐国际学术刊物,C类
IJCIS,International Journal of Cooperative Information Systems,2022,World Scientific,http://dblp.uni-trier.de/db/journals/ijcis/,数据库/数据挖掘/内容检索,推荐国际学术刊物,C类
IJGIS,International Journal of Geographical Information Science,2022,Taylor & Francis,http://dblp.uni-trier.de/db/journals/gis/,数据库/数据挖掘/内容检索,推荐国际学术刊物,C类
IJIS,International Journal of Intelligent Systems,2022,Wiley,http://dblp.uni-trier.de/db/journals/ijis/,数据库/数据挖掘/内容检索,推荐国际学术刊物,C类
IJKM,International Journal of Knowledge Management,2022,IGI,http://dblp.uni-trier.de/db/journals/ijkm/,数据库/数据挖掘/内容检索,推荐国际学术刊物,C类
IJSWIS,International Journal on Semantic Web and Information Systems,2022,IGI,http://dblp.uni-trier.de/db/journals/ijswis/,数据库/数据挖掘/内容检索,推荐国际学术刊物,C类
JCIS,Journal of Computer Information Systems,2022,IACIS,http://dblp.uni-trier.de/db/journals/jcis/,数据库/数据挖掘/内容检索,推荐国际学术刊物,C类
JDM,Journal of Database Management,2022,IGI-Global,http://dblp.uni-trier.de/db/journals/jdm/,数据库/数据挖掘/内容检索,推荐国际学术刊物,C类
JGITM,Journal of Global Information Technology Management,2022,Ivy League Publishing,https://dblp.org/db/journals/jgim/index.html,数据库/数据挖掘/内容检索,推荐国际学术刊物,C类
JIIS,Journal of Intelligent Information Systems,2022,Springer,http://dblp.uni-trier.de/db/journals/jiis/,数据库/数据挖掘/内容检索,推荐国际学术刊物,C类
JSIS,Journal of Strategic Information Systems,2022,Elsevier,http://dblp.uni-trier.de/db/journals/jsis/,数据库/数据挖掘/内容检索,推荐国际学术刊物,C类
DSE,Data Science and Engineering,2022,CCF,https://dblp.org/db/journals/dase/index.html,数据库/数据挖掘/内容检索,推荐国际学术刊物,C类
SIGMOD,ACM SIGMOD Conference,2022,ACM,http://dblp.uni-trier.de/db/conf/sigmod/,数据库/数据挖掘/内容检索,推荐国际学术会议,A类
SIGKDD,ACM SIGKDD Conference on Knowledge Discovery and Data Mining,2022,ACM,http://dblp.uni-trier.de/db/conf/kdd/,数据库/数据挖掘/内容检索,推荐国际学术会议,A类
ICDE,IEEE International Conference on Data Engineering,2022,IEEE,http://dblp.uni-trier.de/db/conf/icde/,数据库/数据挖掘/内容检索,推荐国际学术会议,A类
SIGIR,International ACM SIGIR Conference on Research and Development in Information Retrieval,2022,ACM,http://dblp.uni-trier.de/db/conf/sigir/,数据库/数据挖掘/内容检索,推荐国际学术会议,A类
VLDB,International Conference on Very Large Data Bases,2022,Morgan Kaufmann,http://dblp.uni-trier.de/db/conf/vldb/,数据库/数据挖掘/内容检索,推荐国际学术会议,A类
CIKM,ACM International Conference on Information and Knowledge Management,2022,ACM,http://dblp.uni-trier.de/db/conf/cikm/,数据库/数据挖掘/内容检索,推荐国际学术会议,B类
WSDM,ACM International Conference on Web Search and Data Mining,2022,ACM,http://dblp.uni-trier.de/db/conf/wsdm/,数据库/数据挖掘/内容检索,推荐国际学术会议,B类
PODS,ACM SIGMOD-SIGACT-SIGAI Symposium on Principles of Database Systems,2022,ACM,http://dblp.uni-trier.de/db/conf/pods/,数据库/数据挖掘/内容检索,推荐国际学术会议,B类
DASFAA,International Conference on Database Systems for Advanced Applications,2022,Springer,http://dblp.uni-trier.de/db/conf/dasfaa/,数据库/数据挖掘/内容检索,推荐国际学术会议,B类
ECML-PKDD,European Conference on Machine Learning and Principles and Practice of Knowledge Discovery in Databases,2022,Springer,http://dblp.uni-trier.de/db/conf/ecml/,数据库/数据挖掘/内容检索,推荐国际学术会议,B类
ISWC,IEEE International Semantic Web Conference,2022,IEEE,http://dblp.uni-trier.de/db/conf/semweb/,数据库/数据挖掘/内容检索,推荐国际学术会议,B类
ICDM,IEEE International Conference on Data Mining,2022,IEEE,http://dblp.uni-trier.de/db/conf/icdm/,数据库/数据挖掘/内容检索,推荐国际学术会议,B类
ICDT,International Conference on Database Theory,2022,Springer,http://dblp.uni-trier.de/db/conf/icdt/,数据库/数据挖掘/内容检索,推荐国际学术会议,B类
EDBT,International Conference on Extending DatabaseTechnology,2022,Springer,http://dblp.uni-trier.de/db/conf/edbt/,数据库/数据挖掘/内容检索,推荐国际学术会议,B类
CIDR,Conference on Innovative DataSystems Research,2022,Online Proceeding,http://dblp.uni-trier.de/db/conf/cidr/,数据库/数据挖掘/内容检索,推荐国际学术会议,B类
SDM,SIAM International Conference on Data Mining,2022,SIAM,http://dblp.uni-trier.de/db/conf/sdm/,数据库/数据挖掘/内容检索,推荐国际学术会议,B类
RecSys,ACM Conference on Recommender Systems,2022,ACM,https://dblp.org/db/conf/recsys/index.html,数据库/数据挖掘/内容检索,推荐国际学术会议,B类
APWeb,Asia Pacific Web Conference,2022,Springer,http://dblp.uni-trier.de/db/conf/apweb/,数据库/数据挖掘/内容检索,推荐国际学术会议,C类
DEXA,International Conference on Database and Expert System Applications,2022,Springer,http://dblp.uni-trier.de/db/conf/dexa/,数据库/数据挖掘/内容检索,推荐国际学术会议,C类
ECIR,European Conference on Information Retrieval,2022,Springer,http://dblp.uni-trier.de/db/conf/ecir/,数据库/数据挖掘/内容检索,推荐国际学术会议,C类
ESWC,Extended Semantic Web Conference,2022,Elsevier,http://dblp.uni-trier.de/db/conf/esws/,数据库/数据挖掘/内容检索,推荐国际学术会议,C类
WebDB,International Workshop on Web andDatabases,2022,ACM,http://dblp.uni-trier.de/db/conf/webdb/,数据库/数据挖掘/内容检索,推荐国际学术会议,C类
ER,International Conference on Conceptual Modeling,2022,Springer,http://dblp.uni-trier.de/db/conf/er/,数据库/数据挖掘/内容检索,推荐国际学术会议,C类
MDM,International Conference on Mobile Data Management,2022,IEEE,http://dblp.uni-trier.de/db/conf/mdm/,数据库/数据挖掘/内容检索,推荐国际学术会议,C类
SSDBM,International Conference on Scientific andStatistical Database Management,2022,IEEE,http://dblp.uni-trier.de/db/conf/ssdbm/,数据库/数据挖掘/内容检索,推荐国际学术会议,C类
WAIM,International Conference on Web Age Information Management,2022,Springer,http://dblp.uni-trier.de/db/conf/waim/,数据库/数据挖掘/内容检索,推荐国际学术会议,C类
SSTD,International Symposium on Spatial and Temporal Databases,2022,Springer,http://dblp.uni-trier.de/db/conf/ssd/,数据库/数据挖掘/内容检索,推荐国际学术会议,C类
PAKDD,Pacific-Asia Conference on Knowledge Discovery and Data Mining,2022,Springer,http://dblp.uni-trier.de/db/conf/pakdd/,数据库/数据挖掘/内容检索,推荐国际学术会议,C类
WISE,Web Information Systems Engineering,2022,Springer,http://dblp.uni-trier.de/db/conf/wise/,数据库/数据挖掘/内容检索,推荐国际学术会议,C类
TDSC,IEEE Transactions on Dependable and Secure Computing,2022,IEEE,http://dblp.uni-trier.de/db/journals/tdsc/,网络与信息安全,推荐国际学术刊物,A类
TIFS,IEEE Transactions on Information Forensics and Security,2022,IEEE,http://dblp.uni-trier.de/db/journals/tifs/,网络与信息安全,推荐国际学术刊物,A类
,Journal of Cryptology,2022,Springer,http://dblp.uni-trier.de/db/journals/joc/,网络与信息安全,推荐国际学术刊物,A类
TOPS,ACM Transactions on Privacy and Security,2022,ACM,https://dblp.org/db/journals/tissec/index.html,网络与信息安全,推荐国际学术刊物,B类
,Computers & Security,2022,Elsevier,http://dblp.uni-trier.de/db/journals/compsec/,网络与信息安全,推荐国际学术刊物,B类
,Designs Codes and Cryptography,2022,Springer,http://dblp.uni-trier.de/db/journals/dcc/,网络与信息安全,推荐国际学术刊物,B类
JCS,Journal of Computer Security,2022,IOS Press,http://dblp.uni-trier.de/db/journals/jcs/,网络与信息安全,推荐国际学术刊物,B类
CLSR,Computer Law & Security Review,2022,Elsevier,https://dblp.org/db/journals/clsr/index.html,网络与信息安全,推荐国际学术刊物,C类
,EURASIP Journal on Information Security,2022,Springer,http://dblp.uni-trier.de/db/journals/ejisec/,网络与信息安全,推荐国际学术刊物,C类
,IET Information Security,2022,IET,http://dblp.uni-trier.de/db/journals/iet-ifs/,网络与信息安全,推荐国际学术刊物,C类
IMCS,Information and Computer Security,2022,Emerald,http://dblp.uni-trier.de/db/journals/imcs/,网络与信息安全,推荐国际学术刊物,C类
IJICS,International Journal of Information and Computer Security,2022,Inderscience,http://dblp.uni-trier.de/db/journals/ijics/,网络与信息安全,推荐国际学术刊物,C类
IJISP,International Journal of Information Security and Privacy,2022,Idea Group Inc,http://dblp.uni-trier.de/db/journals/ijisp/,网络与信息安全,推荐国际学术刊物,C类
JISA,Journal of Information Security and Applications,2022,Elsevier,http://dblp.uni-trier.de/db/journals/istr/,网络与信息安全,推荐国际学术刊物,C类
SCN,Security and Communication Networks,2022,Wiley,http://dblp.uni-trier.de/db/journals/scn/,网络与信息安全,推荐国际学术刊物,C类
,Cybersecurity,2022,Springer,https://dblp.uni-trier.de/db/journals/cybersec/index.html,网络与信息安全,推荐国际学术刊物,C类
CCS,ACM Conference on Computer and Communications Security,2022,ACM,http://dblp.uni-trier.de/db/conf/ccs/,网络与信息安全,推荐国际学术会议,A类
EUROCRYPT,International Conference on the Theory and Applications of Cryptographic Techniques,2022,Springer,http://dblp.uni-trier.de/db/conf/eurocrypt/,网络与信息安全,推荐国际学术会议,A类
S&P,IEEE Symposium on Security and Privacy,2022,IEEE,http://dblp.uni-trier.de/db/conf/sp/,网络与信息安全,推荐国际学术会议,A类
CRYPTO,International Cryptology Conference,2022,Springer,http://dblp.uni-trier.de/db/conf/crypto/,网络与信息安全,推荐国际学术会议,A类
USENIX Security,USENIX Security Symposium,2022,USENIX Association,http://dblp.uni-trier.de/db/conf/uss/,网络与信息安全,推荐国际学术会议,A类
NDSS,Network and Distributed System Security Symposium,2022,ISOC,http://dblp.uni-trier.de/db/conf/ndss/,网络与信息安全,推荐国际学术会议,A类
ACSAC,Annual Computer Security Applications Conference,2022,IEEE,http://dblp.uni-trier.de/db/conf/acsac/,网络与信息安全,推荐国际学术会议,B类
ASIACRYPT,Annual International Conference on the Theory and Application of Cryptology and Information Security,2022,Springer,http://dblp.uni-trier.de/db/conf/asiacrypt/,网络与信息安全,推荐国际学术会议,B类
ESORICS,European Symposium on Research in Computer Security,2022,Springer,http://dblp.uni-trier.de/db/conf/esorics/,网络与信息安全,推荐国际学术会议,B类
FSE,Fast Software Encryption,2022,Springer,http://dblp.uni-trier.de/db/conf/fse/,网络与信息安全,推荐国际学术会议,B类
CSFW,IEEE Computer Security Foundations Workshop,2022,IEEE,http://dblp.uni-trier.de/db/conf/csfw/,网络与信息安全,推荐国际学术会议,B类
SRDS,IEEE International Symposium on Reliable Distributed Systems,2022,IEEE,http://dblp.uni-trier.de/db/conf/srds/,网络与信息安全,推荐国际学术会议,B类
CHES,International Conference on Cryptographic Hardware and Embedded Systems,2022,Springer,http://dblp.uni-trier.de/db/conf/ches/,网络与信息安全,推荐国际学术会议,B类
DSN,International Conference on Dependable Systems and Networks,2022,IEEE/IFIP,http://dblp.uni-trier.de/db/conf/dsn/,网络与信息安全,推荐国际学术会议,B类
RAID,International Symposium on Recent Advances in Intrusion Detection,2022,Springer,http://dblp.uni-trier.de/db/conf/raid/,网络与信息安全,推荐国际学术会议,B类
PKC,International Workshop on Practice and Theory in Public Key Cryptography,2022,Springer,http://dblp.uni-trier.de/db/conf/pkc/,网络与信息安全,推荐国际学术会议,B类
TCC,Theory of Cryptography Conference,2022,Springer,http://dblp.uni-trier.de/db/conf/tcc/,网络与信息安全,推荐国际学术会议,B类
WiSec,ACM Conference on Security and Privacy in Wireless and Mobile Networks,2022,ACM,http://dblp.uni-trier.de/db/conf/wisec/,网络与信息安全,推荐国际学术会议,C类
SACMAT,ACM Symposium on Access Control Models and Technologies,2022,ACM,http://dblp.uni-trier.de/db/conf/sacmat/,网络与信息安全,推荐国际学术会议,C类
DRM,ACM Workshop on Digital Rights Management,2022,ACM,http://dblp.uni-trier.de/db/conf/drm/,网络与信息安全,推荐国际学术会议,C类
IH&MMSec,ACM Workshop on Information Hiding and Multimedia Security,2022,ACM,http://dblp.uni-trier.de/db/conf/ih/,网络与信息安全,推荐国际学术会议,C类
ACNS,International Conference on Applied Cryptography and Network Security,2022,Springer,http://dblp.uni-trier.de/db/conf/acns/,网络与信息安全,推荐国际学术会议,C类
AsiaCCS,ACM Asia Conference on Computer and Communications Security,2022,ACM,http://dblp.uni-trier.de/db/conf/ccs/,网络与信息安全,推荐国际学术会议,C类
ACISP,AustralasiaConferenceonInformation SecurityandPrivacy,2022,Springer,http://dblp.uni-trier.de/db/conf/acisp/,网络与信息安全,推荐国际学术会议,C类
CT-RSA,The Cryptographer's Track at RSA Conference,2022,Springer,http://dblp.uni-trier.de/db/conf/ctrsa/,网络与信息安全,推荐国际学术会议,C类
DIMVA,Conference on Detection of Intrusions and Malware & VulnerabilityAssessment,2022,,http://dblp.uni-trier.de/db/conf/dimva/,网络与信息安全,推荐国际学术会议,C类
DFRWS,Digital Forensic Research Workshop,2022,Elsevier,http://dblp.uni-trier.de/db/conf/dfrws/,网络与信息安全,推荐国际学术会议,C类
FC,Financial Cryptography and Data Security,2022,Springer,http://dblp.uni-trier.de/db/conf/fc/,网络与信息安全,推荐国际学术会议,C类
TrustCom,"IEEE International Conference on Trust,Security and Privacy in Computing and Communications",2022,IEEE,http://dblp.uni-trier.de/db/conf/trustcom/,网络与信息安全,推荐国际学术会议,C类
SEC,IFIP International Information Security Conference,2022,Springer,http://dblp.uni-trier.de/db/conf/sec/,网络与信息安全,推荐国际学术会议,C类
IFIP WG 11.9,IFIP Working Group 11.9 International Conference on Digital Forensics,2022,Springer,https://dblp.org/db/conf/ifip11-9/index.html,网络与信息安全,推荐国际学术会议,C类
ISC,Information Security Conference,2022,Springer,http://dblp.uni-trier.de/db/conf/isw/,网络与信息安全,推荐国际学术会议,C类
